Source,Target,Weight,Type
300,332,2,Undirected
300,651,1,Undirected
301,297,1,Undirected
302,83,4,Undirected
302,394,1,Undirected
302,647,1,Undirected
302,554,1,Undirected
303,35,1,Undirected
303,45,1,Undirected
303,176,2,Undirected
303,321,2,Undirected
304,568,2,Undirected
304,706,1,Undirected
304,422,1,Undirected
304,685,1,Undirected
305,430,2,Undirected
305,701,3,Undirected
306,139,1,Undirected
306,343,1,Undirected
306,463,1,Undirected
306,757,2,Undirected
306,729,1,Undirected
307,280,1,Undirected
307,521,1,Undirected
308,217,1,Undirected
308,653,3,Undirected
308,73,1,Undirected
308,13,2,Undirected
308,16,1,Undirected
308,22,1,Undirected
308,32,1,Undirected
308,137,1,Undirected
308,778,1,Undirected
308,95,1,Undirected
308,321,1,Undirected
308,422,1,Undirected
308,637,1,Undirected
308,774,1,Undirected
308,453,1,Undirected
308,615,1,Undirected
309,185,1,Undirected
311,85,1,Undirected
311,358,1,Undirected
311,408,1,Undirected
311,740,2,Undirected
311,343,1,Undirected
311,453,1,Undirected
311,599,2,Undirected
311,614,1,Undirected
311,654,1,Undirected
311,321,1,Undirected
311,809,2,Undirected
311,35,2,Undirected
311,287,1,Undirected
311,615,1,Undirected
312,277,1,Undirected
313,408,3,Undirected
314,13,2,Undirected
315,293,1,Undirected
315,75,1,Undirected
316,287,1,Undirected
316,32,1,Undirected
316,137,1,Undirected
316,237,1,Undirected
316,359,1,Undirected
316,335,2,Undirected
316,361,1,Undirected
316,459,3,Undirected
316,652,3,Undirected
316,73,1,Undirected
318,32,1,Undirected
318,267,1,Undirected
318,340,7,Undirected
318,217,2,Undirected
319,75,1,Undirected
320,809,2,Undirected
321,443,1,Undirected
321,45,1,Undirected
321,783,1,Undirected
321,32,2,Undirected
321,152,2,Undirected
321,393,1,Undirected
321,84,1,Undirected
321,131,1,Undirected
321,225,4,Undirected
321,498,1,Undirected
321,298,1,Undirected
321,176,3,Undirected
321,207,1,Undirected
321,615,8,Undirected
321,214,2,Undirected
321,323,1,Undirected
321,686,1,Undirected
321,51,3,Undirected
321,272,1,Undirected
321,526,6,Undirected
321,7,1,Undirected
321,102,1,Undirected
321,109,1,Undirected
321,150,1,Undirected
321,162,1,Undirected
321,297,3,Undirected
321,279,1,Undirected
321,351,1,Undirected
321,476,3,Undirected
321,533,1,Undirected
321,630,2,Undirected
321,667,2,Undirected
321,666,2,Undirected
321,519,1,Undirected
321,575,1,Undirected
321,343,1,Undirected
321,718,2,Undirected
321,568,3,Undirected
321,614,2,Undirected
321,13,1,Undirected
321,130,1,Undirected
321,210,1,Undirected
321,240,3,Undirected
321,371,1,Undirected
321,277,1,Undirected
321,311,1,Undirected
321,342,1,Undirected
321,336,1,Undirected
321,361,1,Undirected
321,394,1,Undirected
321,333,1,Undirected
321,453,4,Undirected
321,566,7,Undirected
321,607,1,Undirected
321,611,1,Undirected
321,617,2,Undirected
321,641,4,Undirected
321,647,3,Undirected
321,674,2,Undirected
321,756,1,Undirected
321,809,3,Undirected
321,759,1,Undirected
321,599,1,Undirected
321,238,1,Undirected
321,378,1,Undirected
321,308,1,Undirected
321,638,3,Undirected
321,532,1,Undirected
321,332,1,Undirected
321,326,1,Undirected
321,740,1,Undirected
321,701,1,Undirected
321,21,1,Undirected
322,789,2,Undirected
322,513,2,Undirected
322,533,1,Undirected
322,75,4,Undirected
322,418,1,Undirected
322,453,1,Undirected
322,299,1,Undirected
322,720,2,Undirected
322,42,1,Undirected
322,104,1,Undirected
322,229,1,Undirected
322,183,1,Undirected
322,758,1,Undirected
322,136,1,Undirected
322,176,1,Undirected
322,686,2,Undirected
322,783,1,Undirected
323,566,1,Undirected
323,48,1,Undirected
323,176,2,Undirected
323,321,1,Undirected
323,796,2,Undirected
323,16,3,Undirected
323,136,1,Undirected
323,291,1,Undirected
323,625,1,Undirected
323,160,3,Undirected
323,430,1,Undirected
323,399,1,Undirected
323,616,1,Undirected
323,593,1,Undirected
323,649,1,Undirected
323,736,1,Undirected
323,804,1,Undirected
323,526,2,Undirected
323,210,1,Undirected
323,614,1,Undirected
323,553,1,Undirected
323,299,1,Undirected
323,758,1,Undirected
323,761,1,Undirected
324,488,1,Undirected
325,246,4,Undirected
326,761,1,Undirected
326,525,2,Undirected
326,130,2,Undirected
326,475,1,Undirected
326,645,1,Undirected
326,300,2,Undirected
326,32,1,Undirected
326,214,1,Undirected
326,298,1,Undirected
326,73,1,Undirected
326,335,2,Undirected
326,332,2,Undirected
326,542,2,Undirected
326,599,2,Undirected
326,614,1,Undirected
326,654,1,Undirected
326,770,1,Undirected
326,343,2,Undirected
326,168,1,Undirected
326,127,1,Undirected
326,274,1,Undirected
326,430,1,Undirected
326,139,1,Undirected
326,299,1,Undirected
326,180,1,Undirected
326,361,1,Undirected
326,651,1,Undirected
326,321,2,Undirected
326,767,1,Undirected
326,809,1,Undirected
327,511,6,Undirected
328,159,1,Undirected
328,599,2,Undirected
328,654,2,Undirected
328,566,1,Undirected
329,22,1,Undirected
329,133,1,Undirected
329,356,1,Undirected
329,395,1,Undirected
329,542,1,Undirected
329,681,1,Undirected
329,130,1,Undirected
330,285,3,Undirected
330,627,1,Undirected
330,639,2,Undirected
330,740,1,Undirected
330,754,1,Undirected
331,14,1,Undirected
332,28,1,Undirected
332,457,1,Undirected
332,16,1,Undirected
332,300,3,Undirected
332,326,2,Undirected
332,651,2,Undirected
332,299,3,Undirected
332,62,5,Undirected
332,526,2,Undirected
332,253,1,Undirected
332,542,1,Undirected
332,543,1,Undirected
332,599,1,Undirected
332,343,1,Undirected
332,31,1,Undirected
332,139,2,Undirected
332,277,1,Undirected
332,566,1,Undirected
332,614,1,Undirected
332,721,2,Undirected
332,709,1,Undirected
332,321,1,Undirected
333,131,1,Undirected
333,253,1,Undirected
333,321,1,Undirected
334,340,3,Undirected
335,809,5,Undirected
335,326,3,Undirected
335,73,4,Undirected
335,218,2,Undirected
335,13,2,Undirected
335,12,1,Undirected
335,16,1,Undirected
335,100,1,Undirected
335,192,4,Undirected
335,604,2,Undirected
335,316,2,Undirected
335,422,1,Undirected
335,457,2,Undirected
335,498,2,Undirected
335,645,1,Undirected
335,542,1,Undirected
335,575,1,Undirected
335,686,1,Undirected
335,703,2,Undirected
335,730,1,Undirected
335,720,1,Undirected
335,24,1,Undirected
335,525,2,Undirected
335,137,1,Undirected
335,130,1,Undirected
335,193,1,Undirected
335,168,1,Undirected
335,253,1,Undirected
335,176,1,Undirected
335,465,1,Undirected
335,533,1,Undirected
335,614,1,Undirected
335,683,1,Undirected
335,767,2,Undirected
335,361,1,Undirected
335,373,1,Undirected
335,22,1,Undirected
336,361,3,Undirected
336,73,2,Undirected
336,137,2,Undirected
336,217,1,Undirected
336,321,1,Undirected
336,444,1,Undirected
337,408,1,Undirected
338,217,1,Undirected
338,459,1,Undirected
339,405,4,Undirected
340,32,2,Undirected
340,267,6,Undirected
340,318,7,Undirected
340,334,3,Undirected
340,459,1,Undirected
340,545,4,Undirected
340,597,3,Undirected
340,566,1,Undirected
341,538,2,Undirected
342,112,1,Undirected
342,277,1,Undirected
342,417,5,Undirected
342,638,1,Undirected
342,665,2,Undirected
342,321,1,Undirected
342,476,1,Undirected
343,83,1,Undirected
343,176,1,Undirected
343,654,1,Undirected
343,653,1,Undirected
343,321,1,Undirected
343,378,1,Undirected
343,768,4,Undirected
343,218,1,Undirected
343,484,1,Undirected
343,297,2,Undirected
343,287,1,Undirected
343,566,2,Undirected
343,13,3,Undirected
343,781,1,Undirected
343,116,2,Undirected
343,377,2,Undirected
343,253,2,Undirected
343,306,1,Undirected
343,326,2,Undirected
343,344,1,Undirected
343,332,1,Undirected
343,430,1,Undirected
343,658,1,Undirected
343,547,1,Undirected
343,597,1,Undirected
343,701,1,Undirected
343,614,1,Undirected
343,393,1,Undirected
343,532,1,Undirected
343,740,1,Undirected
343,16,1,Undirected
343,422,1,Undirected
343,217,1,Undirected
343,73,2,Undirected
344,343,1,Undirected
344,73,1,Undirected
344,729,1,Undirected
345,578,2,Undirected
347,685,1,Undirected
348,641,1,Undirected
348,45,1,Undirected
348,57,10,Undirected
348,353,1,Undirected
348,417,2,Undirected
348,422,1,Undirected
348,36,1,Undirected
349,22,1,Undirected
349,47,2,Undirected
349,781,1,Undirected
349,609,1,Undirected
349,621,1,Undirected
350,597,1,Undirected
351,685,1,Undirected
351,207,1,Undirected
351,210,1,Undirected
351,321,1,Undirected
351,422,1,Undirected
351,599,1,Undirected
351,673,3,Undirected
351,35,1,Undirected
351,641,1,Undirected
351,663,1,Undirected
351,453,1,Undirected
351,32,2,Undirected
352,230,2,Undirected
353,45,1,Undirected
353,277,1,Undirected
353,348,1,Undirected
353,599,3,Undirected
353,238,1,Undirected
354,430,2,Undirected
355,448,1,Undirected
356,11,2,Undirected
356,22,1,Undirected
356,141,1,Undirected
356,71,2,Undirected
356,377,1,Undirected
356,329,1,Undirected
356,403,1,Undirected
356,458,2,Undirected
356,73,1,Undirected
356,422,1,Undirected
356,299,1,Undirected
357,512,2,Undirected
357,225,1,Undirected
357,617,2,Undirected
357,408,3,Undirected
357,678,1,Undirected
358,139,1,Undirected
358,285,1,Undirected
358,311,1,Undirected
358,658,1,Undirected
358,674,2,Undirected
358,759,1,Undirected
359,217,3,Undirected
359,267,1,Undirected
359,316,1,Undirected
359,441,4,Undirected
359,657,3,Undirected
360,704,1,Undirected
361,326,1,Undirected
361,13,1,Undirected
361,16,1,Undirected
361,138,1,Undirected
361,123,2,Undirected
361,95,3,Undirected
361,316,1,Undirected
361,336,3,Undirected
361,652,1,Undirected
361,75,1,Undirected
361,73,2,Undirected
361,778,1,Undirected
361,130,1,Undirected
361,116,1,Undirected
361,218,2,Undirected
361,272,2,Undirected
361,321,1,Undirected
361,177,1,Undirected
361,614,1,Undirected
361,615,1,Undirected
361,685,1,Undirected
361,809,1,Undirected
361,335,1,Undirected
361,217,1,Undirected
361,781,3,Undirected
362,394,6,Undirected
362,741,1,Undirected
362,422,1,Undirected
362,35,1,Undirected
363,597,2,Undirected
364,257,2,Undirected
365,753,1,Undirected
365,297,1,Undirected
366,219,1,Undirected
366,411,1,Undirected
367,484,2,Undirected
368,75,1,Undirected
368,148,1,Undirected
368,294,3,Undirected
368,293,1,Undirected
368,439,1,Undirected
368,468,2,Undirected
368,465,1,Undirected
368,488,1,Undirected
368,514,2,Undirected
368,547,1,Undirected
368,574,3,Undirected
368,625,1,Undirected
368,16,1,Undirected
368,18,1,Undirected
368,484,1,Undirected
368,177,1,Undirected
368,540,1,Undirected
368,809,2,Undirected
368,758,1,Undirected
368,650,1,Undirected
368,188,1,Undirected
369,789,1,Undirected
369,796,1,Undirected
369,177,1,Undirected
369,453,1,Undirected
369,686,1,Undirected
369,758,1,Undirected
370,686,3,Undirected
370,119,1,Undirected
370,667,1,Undirected
370,75,1,Undirected
371,218,1,Undirected
371,698,5,Undirected
371,217,1,Undirected
371,321,1,Undirected
371,566,2,Undirected
371,95,1,Undirected
371,128,1,Undirected
371,73,1,Undirected
371,26,1,Undirected
372,526,7,Undirected
372,201,4,Undirected
373,35,1,Undirected
373,207,1,Undirected
373,20,1,Undirected
373,449,1,Undirected
373,216,1,Undirected
373,492,1,Undirected
373,453,3,Undirected
373,176,1,Undirected
373,238,1,Undirected
373,261,1,Undirected
373,460,1,Undirected
373,113,1,Undirected
373,272,1,Undirected
373,277,1,Undirected
373,335,1,Undirected
373,566,1,Undirected
373,614,1,Undirected
373,615,1,Undirected
373,641,1,Undirected
373,809,1,Undirected
373,74,1,Undirected
373,242,1,Undirected
374,607,1,Undirected
375,23,1,Undirected
375,193,1,Undirected
375,172,1,Undirected
375,433,1,Undirected
375,484,1,Undirected
375,700,1,Undirected
375,256,2,Undirected
375,809,1,Undirected
375,75,1,Undirected
376,458,2,Undirected
376,287,1,Undirected
376,178,1,Undirected
376,262,1,Undirected
377,22,2,Undirected
377,253,1,Undirected
377,63,1,Undirected
377,259,1,Undirected
377,262,2,Undirected
377,265,1,Undirected
377,356,1,Undirected
377,403,1,Undirected
377,457,1,Undirected
377,458,7,Undirected
377,486,1,Undirected
377,603,1,Undirected
377,590,1,Undirected
377,621,2,Undirected
377,717,1,Undirected
377,764,1,Undirected
377,35,1,Undirected
377,453,1,Undirected
377,186,1,Undirected
377,32,1,Undirected
377,343,2,Undirected
377,566,2,Undirected
377,389,1,Undirected
377,128,1,Undirected
377,393,1,Undirected
377,595,1,Undirected
377,778,1,Undirected
377,781,1,Undirected
378,75,1,Undirected
378,526,1,Undirected
378,540,2,Undirected
378,423,1,Undirected
378,757,1,Undirected
378,321,1,Undirected
378,636,2,Undirected
378,611,1,Undirected
378,238,1,Undirected
378,343,1,Undirected
378,177,1,Undirected
378,299,1,Undirected
379,723,1,Undirected
379,745,1,Undirected
380,256,1,Undirected
380,453,1,Undirected
381,756,1,Undirected
381,795,1,Undirected
381,177,1,Undirected
382,250,2,Undirected
382,474,2,Undirected
382,704,2,Undirected
383,712,1,Undirected
383,758,1,Undirected
384,614,1,Undirected
384,526,8,Undirected
385,526,4,Undirected
385,453,4,Undirected
386,670,2,Undirected
386,756,2,Undirected
387,75,1,Undirected
387,463,2,Undirected
387,809,1,Undirected
388,526,7,Undirected
389,284,1,Undirected
389,12,1,Undirected
389,5,1,Undirected
389,86,2,Undirected
389,114,1,Undirected
389,262,2,Undirected
389,458,1,Undirected
389,498,3,Undirected
389,606,2,Undirected
389,697,1,Undirected
389,735,1,Undirected
389,377,1,Undirected
390,443,3,Undirected
390,521,1,Undirected
390,637,1,Undirected
391,285,2,Undirected
392,776,2,Undirected
393,321,1,Undirected
393,377,1,Undirected
393,343,1,Undirected
393,521,2,Undirected
393,35,2,Undirected
393,214,1,Undirected
393,113,1,Undirected
393,217,1,Undirected
394,706,2,Undirected
394,599,1,Undirected
394,83,1,Undirected
394,97,1,Undirected
394,210,1,Undirected
394,302,1,Undirected
394,362,6,Undirected
394,476,3,Undirected
394,620,4,Undirected
394,673,1,Undirected
394,741,2,Undirected
394,32,1,Undirected
394,267,1,Undirected
394,321,1,Undirected
394,740,1,Undirected
395,329,1,Undirected
395,141,1,Undirected
395,133,1,Undirected
395,139,1,Undirected
395,184,1,Undirected
395,189,2,Undirected
395,681,1,Undirected
396,41,1,Undirected
396,670,1,Undirected
396,758,5,Undirected
396,791,3,Undirected
397,51,9,Undirected
397,638,1,Undirected
397,66,4,Undirected
398,23,1,Undirected
398,256,3,Undirected
399,17,1,Undirected
399,67,1,Undirected
399,789,1,Undirected
399,249,1,Undirected
399,491,1,Undirected
399,796,1,Undirected
400,291,1,Undirected
400,346,1,Undirected
400,503,1,Undirected
400,450,4,Undirected
400,323,1,Undirected
401,131,1,Undirected
402,24,1,Undirected
403,356,1,Undirected
403,377,1,Undirected
403,781,1,Undirected
403,299,2,Undirected
403,767,1,Undirected
403,470,1,Undirected
404,33,8,Undirected
405,339,4,Undirected
406,142,3,Undirected
406,770,1,Undirected
407,129,1,Undirected
408,65,2,Undirected
408,7,1,Undirected
408,45,1,Undirected
408,109,1,Undirected
408,283,1,Undirected
408,313,3,Undirected
408,311,1,Undirected
408,337,1,Undirected
408,413,1,Undirected
408,740,5,Undirected
408,791,1,Undirected
408,251,1,Undirected
408,357,3,Undirected
408,617,2,Undirected
409,13,2,Undirected
410,32,4,Undirected
411,366,1,Undirected
413,131,1,Undirected
413,408,1,Undirected
413,615,2,Undirected
414,505,3,Undirected
414,693,2,Undirected
415,796,1,Undirected
416,16,1,Undirected
417,277,4,Undirected
417,342,5,Undirected
417,348,2,Undirected
417,599,1,Undirected
418,32,1,Undirected
418,75,1,Undirected
418,137,1,Undirected
418,176,3,Undirected
418,214,1,Undirected
418,297,1,Undirected
418,322,1,Undirected
418,540,1,Undirected
418,809,2,Undirected
418,119,1,Undirected
418,453,2,Undirected
418,607,1,Undirected
418,168,1,Undirected
419,225,1,Undirected
420,787,1,Undirected
421,74,1,Undirected
421,76,2,Undirected
422,16,1,Undirected
422,297,1,Undirected
422,445,2,Undirected
422,238,1,Undirected
422,343,1,Undirected
422,35,2,Undirected
422,308,2,Undirected
422,348,1,Undirected
422,351,1,Undirected
422,13,2,Undirected
422,11,2,Undirected
422,69,1,Undirected
422,105,1,Undirected
422,210,1,Undirected
422,287,3,Undirected
422,304,1,Undirected
422,566,1,Undirected
422,551,1,Undirected
422,714,2,Undirected
422,335,1,Undirected
422,362,1,Undirected
422,32,1,Undirected
422,217,1,Undirected
422,223,2,Undirected
422,599,1,Undirected
422,137,1,Undirected
422,356,1,Undirected
422,620,1,Undirected
422,532,1,Undirected
423,378,1,Undirected
423,256,4,Undirected
423,796,2,Undirected
423,23,1,Undirected
423,432,1,Undirected
423,613,4,Undirected
423,761,2,Undirected
423,176,1,Undirected
424,15,5,Undirected
425,796,1,Undirected
425,674,1,Undirected
425,658,1,Undirected
426,761,1,Undirected
426,796,1,Undirected
426,139,1,Undirected
426,809,1,Undirected
427,772,1,Undirected
428,11,1,Undirected
428,280,1,Undirected
428,566,1,Undirected
428,299,1,Undirected
429,266,2,Undirected
430,480,1,Undirected
430,326,1,Undirected
430,141,1,Undirected
430,127,1,Undirected
430,776,1,Undirected
430,206,1,Undirected
430,701,1,Undirected
430,323,1,Undirected
430,807,1,Undirected
430,354,2,Undirected
430,572,1,Undirected
430,86,1,Undirected
430,305,1,Undirected
430,335,1,Undirected
430,299,2,Undirected
430,599,2,Undirected
430,768,1,Undirected
430,343,1,Undirected
431,321,1,Undirected
431,217,1,Undirected
431,544,4,Undirected
431,218,1,Undirected
432,256,2,Undirected
432,423,2,Undirected
433,375,2,Undirected
433,700,1,Undirected
433,761,2,Undirected
434,437,1,Undirected
435,783,3,Undirected
436,501,1,Undirected
437,76,1,Undirected
437,75,1,Undirected
438,513,1,Undirected
439,293,2,Undirected
439,368,1,Undirected
439,550,1,Undirected
439,686,3,Undirected
440,211,2,Undirected
440,568,1,Undirected
441,217,3,Undirected
441,359,4,Undirected
441,299,1,Undirected
441,26,4,Undirected
442,606,1,Undirected
443,32,1,Undirected
443,87,5,Undirected
443,390,3,Undirected
443,321,1,Undirected
443,566,1,Undirected
444,569,2,Undirected
444,2,1,Undirected
444,336,1,Undirected
445,685,9,Undirected
445,422,1,Undirected
445,640,3,Undirected
446,756,1,Undirected
447,526,2,Undirected
448,355,1,Undirected
448,669,3,Undirected
449,373,1,Undirected
449,239,2,Undirected
450,400,6,Undirected
451,641,3,Undirected
452,459,4,Undirected
453,373,3,Undirected
453,574,1,Undirected
453,22,3,Undirected
453,32,1,Undirected
453,86,1,Undirected
453,112,1,Undirected
453,131,2,Undirected
453,781,6,Undirected
453,178,1,Undirected
453,193,1,Undirected
453,210,3,Undirected
453,287,8,Undirected
453,488,2,Undirected
453,297,2,Undirected
453,311,1,Undirected
453,647,2,Undirected
453,418,2,Undirected
453,385,5,Undirected
453,17,1,Undirected
453,260,1,Undirected
453,321,3,Undirected
453,463,2,Undirected
453,499,1,Undirected
453,532,2,Undirected
453,299,2,Undirected
453,599,2,Undirected
453,686,2,Undirected
453,694,2,Undirected
453,796,2,Undirected
453,377,1,Undirected
453,11,1,Undirected
453,646,1,Undirected
453,256,2,Undirected
453,298,1,Undirected
453,322,1,Undirected
453,308,1,Undirected
453,356,1,Undirected
453,380,1,Undirected
453,160,1,Undirected
453,458,1,Undirected
453,542,1,Undirected
453,547,1,Undirected
453,615,1,Undirected
453,654,1,Undirected
453,727,1,Undirected
453,757,1,Undirected
453,595,1,Undirected
453,369,1,Undirected
453,300,1,Undirected
453,457,1,Undirected
453,465,1,Undirected
453,484,1,Undirected
453,761,1,Undirected
453,641,1,Undirected
453,621,1,Undirected
454,614,2,Undirected
455,513,1,Undirected
456,460,1,Undirected
457,332,1,Undirected
457,287,1,Undirected
457,335,2,Undirected
457,80,2,Undirected
457,377,1,Undirected
457,376,2,Undirected
457,284,2,Undirected
457,389,1,Undirected
457,13,1,Undirected
457,11,1,Undirected
457,83,1,Undirected
457,130,2,Undirected
457,168,1,Undirected
457,176,1,Undirected
457,482,1,Undirected
457,614,2,Undirected
457,627,1,Undirected
457,566,1,Undirected
457,73,1,Undirected
457,178,1,Undirected
457,453,1,Undirected
457,526,1,Undirected
457,505,1,Undirected
458,22,1,Undirected
458,566,7,Undirected
458,356,2,Undirected
458,80,2,Undirected
458,63,1,Undirected
458,781,5,Undirected
458,377,8,Undirected
458,526,1,Undirected
458,260,2,Undirected
458,595,1,Undirected
458,610,1,Undirected
458,727,3,Undirected
458,662,1,Undirected
458,13,1,Undirected
458,792,1,Undirected
458,168,1,Undirected
458,453,1,Undirected
458,551,2,Undirected
458,809,2,Undirected
459,32,1,Undirected
459,267,5,Undirected
459,316,4,Undirected
459,338,1,Undirected
459,340,1,Undirected
459,452,4,Undirected
459,26,2,Undirected
459,566,1,Undirected
460,704,2,Undirected
460,456,1,Undirected
460,20,1,Undirected
460,373,1,Undirected
460,753,1,Undirected
460,10,1,Undirected
461,125,1,Undirected
461,294,1,Undirected
461,536,1,Undirected
462,789,5,Undirected
462,289,3,Undirected
462,686,3,Undirected
462,796,1,Undirected
462,758,1,Undirected
462,809,1,Undirected
463,526,3,Undirected
463,168,1,Undirected
463,201,1,Undirected
463,453,2,Undirected
463,256,1,Undirected
463,13,1,Undirected
463,73,1,Undirected
463,306,1,Undirected
463,387,2,Undirected
463,484,3,Undirected
463,684,1,Undirected
464,281,5,Undirected
465,177,4,Undirected
465,214,1,Undirected
465,368,1,Undirected
465,453,1,Undirected
465,176,1,Undirected
465,243,1,Undirected
465,580,1,Undirected
465,636,3,Undirected
465,688,3,Undirected
465,791,1,Undirected
465,613,1,Undirected
465,335,1,Undirected
465,168,1,Undirected
465,299,1,Undirected
466,252,5,Undirected
467,789,1,Undirected
467,600,1,Undirected
468,368,2,Undirected
468,686,1,Undirected
469,3,1,Undirected
469,13,6,Undirected
469,596,4,Undirected
469,738,3,Undirected
469,793,2,Undirected
471,119,1,Undirected
471,232,1,Undirected
471,634,1,Undirected
471,729,1,Undirected
472,14,2,Undirected
472,86,1,Undirected
472,284,3,Undirected
472,606,2,Undirected
472,585,1,Undirected
472,715,1,Undirected
473,297,1,Undirected
474,382,2,Undirected
475,326,1,Undirected
476,217,2,Undirected
476,685,1,Undirected
476,321,3,Undirected
476,51,1,Undirected
476,69,2,Undirected
476,85,1,Undirected
476,240,1,Undirected
476,244,1,Undirected
476,394,3,Undirected
476,568,1,Undirected
476,665,1,Undirected
476,729,1,Undirected
476,342,1,Undirected
476,534,1,Undirected
476,599,1,Undirected
476,566,1,Undirected
477,199,1,Undirected
478,489,1,Undirected
478,688,1,Undirected
478,756,1,Undirected
478,177,1,Undirected
479,112,1,Undirected
480,505,1,Undirected
481,62,1,Undirected
481,543,2,Undirected
482,178,2,Undirected
482,287,2,Undirected
482,614,1,Undirected
482,21,3,Undirected
482,117,1,Undirected
482,457,1,Undirected
482,532,1,Undirected
482,566,1,Undirected
483,28,1,Undirected
484,611,3,Undirected
484,176,3,Undirected
484,540,2,Undirected
484,193,2,Undirected
484,375,1,Undirected
484,433,1,Undirected
484,367,2,Undirected
484,724,1,Undirected
484,463,3,Undirected
484,761,3,Undirected
484,177,2,Undirected
484,368,1,Undirected
484,809,1,Undirected
484,453,1,Undirected
484,343,1,Undirected
484,678,1,Undirected
484,756,1,Undirected
485,13,1,Undirected
485,526,1,Undirected
486,71,1,Undirected
486,377,1,Undirected
486,681,2,Undirected
486,299,2,Undirected
487,49,2,Undirected
487,260,1,Undirected
488,686,1,Undirected
488,226,1,Undirected
488,324,1,Undirected
488,368,1,Undirected
488,538,1,Undirected
488,614,1,Undirected
488,453,2,Undirected
488,526,1,Undirected
489,193,1,Undirected
489,478,1,Undirected
489,501,1,Undirected
489,177,1,Undirected
491,686,4,Undirected
491,399,1,Undirected
492,373,1,Undirected
492,268,1,Undirected
492,238,1,Undirected
492,297,1,Undirected
493,76,5,Undirected
493,434,1,Undirected
493,75,4,Undirected
494,294,1,Undirected
495,16,1,Undirected
495,500,2,Undirected
497,562,4,Undirected
498,321,1,Undirected
498,24,1,Undirected
498,799,5,Undirected
498,128,1,Undirected
498,100,1,Undirected
498,280,1,Undirected
498,335,2,Undirected
498,389,3,Undirected
498,566,1,Undirected
498,645,1,Undirected
498,683,1,Undirected
498,178,1,Undirected
499,35,1,Undirected
499,178,1,Undirected
500,92,1,Undirected
500,495,2,Undirected
501,193,1,Undirected
501,744,3,Undirected
501,489,2,Undirected
501,757,1,Undirected
501,756,2,Undirected
501,747,2,Undirected
501,791,3,Undirected
501,436,1,Undirected
501,533,1,Undirected
502,240,1,Undirected
503,368,1,Undirected
503,400,1,Undirected
503,686,1,Undirected
504,652,1,Undirected
505,414,3,Undirected
505,26,1,Undirected
505,457,1,Undirected
505,22,1,Undirected
506,175,1,Undirected
506,791,1,Undirected
507,508,12,Undirected
508,507,12,Undirected
508,137,2,Undirected
509,193,4,Undirected
509,766,1,Undirected
509,176,1,Undirected
510,177,1,Undirected
510,670,1,Undirected
511,18,2,Undirected
511,264,5,Undirected
511,327,6,Undirected
511,770,3,Undirected
511,517,1,Undirected
512,357,2,Undirected
512,7,1,Undirected
512,408,1,Undirected
513,103,2,Undirected
513,161,1,Undirected
513,160,2,Undirected
513,438,1,Undirected
513,455,1,Undirected
513,594,1,Undirected
513,322,2,Undirected
513,809,2,Undirected
514,368,2,Undirected
514,605,1,Undirected
515,148,1,Undirected
515,368,1,Undirected
516,199,1,Undirected
516,523,1,Undirected
516,169,1,Undirected
517,511,1,Undirected
518,566,1,Undirected
519,83,2,Undirected
519,207,1,Undirected
519,321,1,Undirected
519,599,2,Undirected
520,227,1,Undirected
521,637,6,Undirected
521,19,1,Undirected
521,86,1,Undirected
521,166,1,Undirected
521,217,3,Undirected
521,271,1,Undirected
521,307,1,Undirected
521,393,2,Undirected
521,390,1,Undirected
521,544,1,Undirected
521,675,3,Undirected
521,662,1,Undirected
522,632,1,Undirected
522,803,5,Undirected
523,199,1,Undirected
523,516,1,Undirected
524,22,1,Undirected
524,40,1,Undirected
524,781,1,Undirected
524,159,5,Undirected
524,241,1,Undirected
524,215,1,Undirected
524,260,1,Undirected
524,277,1,Undirected
524,349,1,Undirected
525,13,8,Undirected
525,299,1,Undirected
525,326,2,Undirected
525,335,2,Undirected
525,778,1,Undirected
525,113,1,Undirected
525,729,1,Undirected
525,267,1,Undirected
525,32,1,Undirected
525,566,3,Undirected
525,607,1,Undirected
525,575,1,Undirected
525,776,1,Undirected
526,136,1,Undirected
526,133,1,Undirected
526,332,2,Undirected
526,447,2,Undirected
526,458,1,Undirected
526,176,2,Undirected
526,384,7,Undirected
526,27,13,Undirected
526,45,1,Undirected
526,44,6,Undirected
526,781,2,Undirected
526,53,11,Undirected
526,247,2,Undirected
526,321,6,Undirected
526,343,1,Undirected
526,412,1,Undirected
526,388,6,Undirected
526,372,7,Undirected
526,463,3,Undirected
526,542,5,Undirected
526,583,1,Undirected
526,760,4,Undirected
526,743,3,Undirected
526,31,1,Undirected
526,287,1,Undirected
526,385,4,Undirected
526,485,1,Undirected
526,654,1,Undirected
526,720,2,Undirected
526,614,6,Undirected
526,686,1,Undirected
526,588,1,Undirected
526,323,2,Undirected
526,178,1,Undirected
526,378,1,Undirected
526,131,1,Undirected
526,160,3,Undirected
526,540,2,Undirected
526,488,1,Undirected
526,267,1,Undirected
526,457,1,Undirected
526,667,1,Undirected
526,547,1,Undirected
526,761,1,Undirected
526,75,1,Undirected
526,285,1,Undirected
526,785,1,Undirected
527,95,1,Undirected
528,225,1,Undirected
530,599,1,Undirected
531,4,1,Undirected
531,808,1,Undirected
532,35,2,Undirected
532,73,1,Undirected
532,482,1,Undirected
532,778,1,Undirected
532,26,1,Undirected
532,321,1,Undirected
